,review,polarity,division
193,not sure earlier but friendly device awesome product will make feel busy anytime damn sure would love product if buy product every feature amazon beyond valuable worth money kind good product fantastic innovation alexa best ever product amazon will definitely definitely recommend product go worth,0.3683,positive
90,not sure if device general issue but speech recognition not mark device doesnt respond devices wake text need shout top voice make react not cool,0.0313,positive
667,not take kannada songs recognisation not worthy compare google assistant youtube songsnot take if say particular song song artist but will not show one especially kannada ppl dntbuy,0,neutral
3770,not understand instructions properly compare earlier versions,0,neutral
923,not understand wordsthat say example if ask song available amazon music pick also,0.4,positive
3277,not update improve dont like,0,neutral
2767,not update many question answer,0.5,positive
766,not upto expectation,0,neutral
3654,not upto google home,0,neutral
1391,not upto level,0,neutral
1993,not upto mark,0,neutral
3043,not upto mark,0,neutral
3520,not use,0,neutral
3523,not useful require continue power supplyyou cant use travel like battery speakers,-0.1375,negative
2099,not useful think useful,0.2167,positive
171,not user friendly frequently loose wifi connection need long procedure multiple step connect againsecondly raise complaints ask replacement amazon register complain inform pickup will do within two days but nobody come two week remove replacement request well amazon site bad experience product amazon request amazon stop product if unable provide service,-0.1937,negative
416,not user friendly infact many time fail understand request mainly can not recognize kannada language movie songsbut voice recognition good informations well cast need update introduce regional languages aeap,0.231,positive
3786,not user friendly unable understand hindi film songs,0.125,positive
2345,not well design feature but not useful,-0.15,negative
4100,not wireless will work till adapter connect,0,neutral
1071,not work,0,neutral
1382,not work,0,neutral
2809,not work,0,neutral
3193,not work,0,neutral
3769,not work,0,neutral
4107,not work,0,neutral
2984,not work month,0,neutral
678,not work month send complaint but still not receive may still wait call think show courtesy give call may not receive call,-0.3,negative
2679,not work new command,0.1364,positive
1498,not work onths,0,neutral
3650,not work proper,0,neutral
2100,not work properly,0,neutral
2113,not work properly,0,neutral
3644,not work properly,0,neutral
3673,not work properly,0,neutral
707,not work properly check video support resolve,0,neutral
2999,not work properly no help refund,0,neutral
1146,not work properlyfacing issue connection wifi,0,neutral
3511,not work restart every min,0,neutral
702,not work something irritate amazon product return product amazon put wrong address also not resolve query,-0.45,negative
1986,not work time,0.5,positive
3112,not work want exchange product,0,neutral
1109,not work want return want another alexa free work,0.4,positive
2630,not work wifi bulbs likewiprohelonixetc,0,neutral
2363,not work without power inbuilt battery not available thats need improve,-0.2,negative
3255,not workingcalled customer careplease replace,0,neutral
3243,not worth cost,-0.15,negative
446,not worth overall extremely poor performance sales,-0.1833,negative
1034,not worth poor deviceit can not simple tasksdo not buy,-0.1833,negative
2596,not worth price,-0.15,negative
3374,not worth price,-0.15,negative
1330,not worth unable return window close,-0.25,negative
3152,not worth useless product,-0.325,negative
2404,not worthy money alexa doesnt know anything ask no knowledge,-0.1667,negative
192,not worthy wastage money performance not good amazon not cooperate return get exchange product today but usual set button uncomfortable painful press longer time sound quality pathetic music doesnt seem melodies feel like non brand local speaker usual wrist product amazon really unexpected amazon disappoint amazon team not even ready give money back,-0.2151,negative
3814,not youtube,0,neutral
2443,nothing,0,neutral
3579,nothing,0,neutral
3709,nothing,0,neutral
2994,nothing dislike love,0.7,positive
2263,nothing dislike love amazon,0.5,positive
2395,nothing dislikedand like much purchase another unit gift relatives,0.4,positive
373,nothing exceptional average sound quality actually waste money alexa integrate limit apps amazon make china amazon intentionally hide,0.0891,positive
2199,nothing say awesome product,1,positive
1796,nothing say perfect,1,positive
3627,nyc,0,neutral
3699,nyc product,0,neutral
4144,nyc product,0,neutral
2231,offer go,0,neutral
936,ok,0.5,positive
1314,ok,0.5,positive
2109,ok,0.5,positive
2189,ok,0.5,positive
2627,ok,0.5,positive
2638,ok,0.5,positive
3398,ok,0.5,positive
4079,ok,0.5,positive
1960,ok difficult find gazal n old s songs,-0.0438,negative
3820,ok divaise,0.5,positive
4152,ok ok,0.5,positive
423,ok oki dint product much need lot tune improvement term feature intelligence not smart device,0.1976,positive
3371,okay,0.5,positive
756,okbut even u ask questionsi feel dociledont talk properly due network problemswhatever but not make happy product purchase pleasure,0.2188,positive
764,okbut first operate process long,0.1,positive
2935,one best,1,positive
3128,one best class smart speaker fantastic design fabulous name alexa,0.4029,positive
2622,one best companion life go,1,positive
2373,one best far usage great clarity,0.6333,positive
494,one best gadgets keep homeamazin quality sound performance easily integration thank lot feature use good work amazon nice product would recommend device see machine learn will change future will see next years every year,0.4167,positive
2917,one best investments digital world highly useful,0.4333,positive
3492,one best market,1,positive
3228,one best product amazon,1,positive
1285,one best product purchase,1,positive
3919,one best product purchase amazon truly amaze,0.8,positive
663,one best purchase recent time issue add wifi but finally able connect helpful kid get good deal great indian festival sale thank grabon timely alert,0.5157,positive
414,one best purchase sound quality superb inexpensive alexa remain best voice ecosystem smart home control con not google assistant level answer broad information query,0.5253,positive
75,one best speakers will get response improve everyday skills polish continuously dont go review negetive people bad accent blame speaker however hindi also support nowjust buy get deal get free bulb ityou spend little if want par technology since jio savan fully support therefore need not get prime membership case afraid,0.0446,positive
358,one buy product understand amazon will keep voice print record however use echo call outstanding feature allow one speak areas mobile signal poor congest wifi use speaker super easy,0.2167,positive
144,one finest smart speaker indian market nd amazon prime per year subscription give benefit music videoetc come hardware hav good sound fill one smal room echo support smart accessories thn google home nd apple homepod thats big thumb echo come software lack much feature google home ll give accurate answer follw conservation alexa properly dnt deal follow multiple question amazon music dnt collections lik spotify wynk overall good hardware poor software need improve software need plug al time not come battery option,0.2899,positive
